"id","age","job","marital","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","edu"
944,35,"blue-collar","married","no","no","no","cellular","may","wed",1,999,0,"nonexistent","9"
945,33,"blue-collar","single","no","yes","no","cellular","may","wed",2,999,1,"failure","9"
946,35,"blue-collar","married","unknown","yes","yes","cellular","may","wed",1,999,0,"nonexistent","9"
947,29,"services","married","unknown","unknown","unknown","cellular","may","wed",2,999,0,"nonexistent","high.school"
948,48,"blue-collar","married","unknown","yes","no","cellular","may","wed",1,999,0,"nonexistent","9"
949,44,"admin.","married","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
950,40,"blue-collar","married","unknown","yes","yes","cellular","may","wed",2,999,1,"failure","9"
951,51,"blue-collar","married","unknown","yes","yes","cellular","may","wed",1,999,0,"nonexistent","9"
952,36,"blue-collar","married","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","9"
953,37,"housemaid","married","unknown","yes","yes","cellular","may","wed",2,999,0,"nonexistent","6"
954,41,"blue-collar","married","no","no","no","cellular","may","wed",1,999,1,"failure","9"
955,54,"technician","divorced","no","no","no","cellular","may","wed",2,999,0,"nonexistent","university.degree"
956,33,"services","married","no","yes","yes","cellular","may","wed",2,999,1,"failure","high.school"
957,30,"admin.","single","no","no","no","cellular","may","wed",2,999,1,"failure","university.degree"
958,51,"admin.","divorced","no","yes","yes","cellular","may","wed",2,999,1,"failure","high.school"
959,39,"blue-collar","married","no","no","no","cellular","may","wed",3,999,0,"nonexistent","9"
960,24,"student","single","no","no","no","cellular","may","wed",1,999,0,"nonexistent","9"
961,51,"admin.","single","no","yes","yes","cellular","may","wed",3,999,0,"nonexistent","university.degree"
962,48,"blue-collar","married","no","yes","yes","cellular","may","wed",2,999,0,"nonexistent","9"
963,58,"blue-collar","single","no","yes","no","cellular","may","wed",2,999,0,"nonexistent","9"
964,53,"blue-collar","married","unknown","yes","no","cellular","may","wed",4,999,1,"failure","professional.course"
965,27,"technician","single","no","yes","yes","cellular","may","wed",1,999,0,"nonexistent","university.degree"
966,37,"blue-collar","single","no","no","no","cellular","may","wed",2,999,2,"failure","professional.course"
967,33,"blue-collar","married","unknown","no","no","cellular","may","wed",1,999,0,"nonexistent","6"
968,39,"unemployed","married","no","yes","no","cellular","may","wed",2,999,1,"failure","9"
969,28,"self-employed","single","no","no","no","cellular","may","wed",2,999,0,"nonexistent","university.degree"
970,32,"blue-collar","married","no","no","no","cellular","may","wed",2,999,0,"nonexistent","9"
971,52,"blue-collar","married","unknown","no","no","cellular","may","wed",3,999,0,"nonexistent","4"
972,51,"entrepreneur","single","no","yes","no","cellular","may","wed",3,999,0,"nonexistent","9"
973,58,"self-employed","married","unknown","no","no","cellular","may","wed",2,999,0,"nonexistent","unknown"
974,33,"technician","married","unknown","no","no","cellular","may","wed",3,999,1,"failure","professional.course"
975,40,"housemaid","divorced","no","yes","no","cellular","may","wed",3,999,1,"failure","high.school"
976,37,"housemaid","married","unknown","no","no","cellular","may","wed",2,999,1,"failure","6"
977,32,"technician","single","no","yes","no","cellular","may","wed",2,999,0,"nonexistent","professional.course"
978,42,"blue-collar","married","no","no","no","cellular","may","wed",2,999,1,"failure","4"
979,37,"admin.","single","no","no","no","cellular","may","wed",4,999,0,"nonexistent","university.degree"
980,35,"services","single","no","no","no","cellular","may","wed",2,999,1,"failure","high.school"
981,34,"housemaid","married","unknown","yes","yes","cellular","may","wed",4,999,1,"failure","high.school"
982,39,"management","married","unknown","no","no","cellular","may","wed",2,999,0,"nonexistent","university.degree"
983,30,"admin.","divorced","no","yes","no","telephone","may","wed",4,999,1,"failure","high.school"
984,28,"admin.","single","no","yes","yes","cellular","may","wed",2,999,0,"nonexistent","high.school"
985,48,"entrepreneur","married","unknown","no","no","cellular","may","wed",2,999,0,"nonexistent","9"
986,49,"admin.","married","no","no","no","cellular","may","wed",1,999,0,"nonexistent","university.degree"
987,33,"admin.","single","no","yes","no","cellular","may","wed",2,999,1,"failure","university.degree"
988,34,"blue-collar","married","no","yes","no","cellular","may","wed",3,999,1,"failure","9"
989,51,"blue-collar","married","no","yes","no","telephone","may","wed",2,999,0,"nonexistent","9"
990,30,"management","single","no","no","yes","cellular","may","wed",2,999,0,"nonexistent","high.school"
991,51,"blue-collar","married","unknown","no","yes","cellular","may","wed",2,999,0,"nonexistent","9"
992,33,"services","married","no","yes","no","cellular","may","wed",2,999,1,"failure","high.school"
993,36,"technician","single","unknown","yes","no","cellular","may","wed",2,999,0,"nonexistent","professional.course"
994,34,"admin.","married","no","no","no","cellular","may","wed",2,999,1,"failure","high.school"
995,34,"technician","divorced","no","yes","no","telephone","may","wed",1,999,0,"nonexistent","professional.course"
996,28,"blue-collar","married","no","no","no","cellular","may","wed",1,999,0,"nonexistent","9"
997,36,"blue-collar","married","no","no","no","cellular","may","wed",1,999,0,"nonexistent","9"
998,32,"technician","married","no","yes","yes","cellular","may","wed",1,999,0,"nonexistent","professional.course"
999,43,"management","married","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","university.degree"
1000,32,"technician","divorced","no","yes","yes","cellular","may","wed",3,999,1,"failure","9"
1001,46,"services","married","unknown","no","no","cellular","may","wed",1,999,1,"failure","high.school"
1002,40,"blue-collar","married","no","yes","no","cellular","may","wed",1,999,1,"failure","unknown"
1003,30,"admin.","divorced","no","yes","no","cellular","may","wed",1,999,1,"failure","high.school"
1004,47,"blue-collar","married","no","yes","yes","cellular","may","wed",6,999,2,"failure","9"
1005,34,"admin.","married","no","no","no","telephone","may","wed",4,999,0,"nonexistent","university.degree"
1006,30,"services","single","unknown","yes","no","cellular","may","wed",3,999,0,"nonexistent","high.school"
1007,29,"blue-collar","single","no","yes","no","cellular","may","wed",3,999,0,"nonexistent","professional.course"
1008,41,"blue-collar","married","no","yes","no","cellular","may","wed",2,999,0,"nonexistent","9"
1009,43,"blue-collar","married","unknown","yes","no","cellular","may","wed",2,999,0,"nonexistent","4"
1010,52,"admin.","single","unknown","no","yes","cellular","may","wed",3,999,0,"nonexistent","unknown"
1011,46,"management","married","unknown","yes","yes","cellular","may","wed",4,999,0,"nonexistent","university.degree"
1012,35,"services","married","no","yes","no","cellular","may","wed",2,999,1,"failure","9"
1013,36,"management","single","no","yes","yes","cellular","may","wed",2,999,1,"failure","university.degree"
1014,54,"management","divorced","no","yes","yes","cellular","may","wed",2,999,1,"failure","university.degree"
1015,54,"technician","divorced","no","yes","no","cellular","may","wed",2,999,1,"failure","university.degree"
1016,40,"services","married","no","no","no","cellular","may","wed",4,999,1,"failure","high.school"
1017,39,"blue-collar","single","unknown","yes","no","cellular","may","wed",2,999,1,"failure","9"
1018,33,"entrepreneur","single","no","yes","yes","cellular","may","wed",2,999,0,"nonexistent","high.school"
1019,37,"admin.","single","no","no","no","cellular","may","wed",2,999,0,"nonexistent","high.school"
1020,33,"management","married","no","yes","no","cellular","may","wed",4,999,0,"nonexistent","university.degree"
1021,51,"management","divorced","no","no","no","cellular","may","wed",2,999,0,"nonexistent","university.degree"
1022,34,"blue-collar","married","no","no","no","cellular","may","wed",3,999,0,"nonexistent","6"
1023,36,"entrepreneur","married","no","yes","no","cellular","may","wed",2,999,0,"nonexistent","university.degree"
1024,52,"services","married","no","yes","no","cellular","may","wed",2,999,0,"nonexistent","6"
1025,58,"retired","married","no","yes","no","cellular","may","wed",2,999,1,"failure","4"
1026,31,"blue-collar","single","no","yes","no","cellular","may","wed",2,999,2,"failure","high.school"
1027,35,"blue-collar","married","no","yes","no","cellular","may","wed",2,999,1,"failure","9"
1028,33,"technician","married","no","no","no","cellular","may","wed",3,999,0,"nonexistent","university.degree"
1029,33,"entrepreneur","married","no","no","no","cellular","may","wed",2,999,1,"failure","9"
1030,30,"services","married","unknown","no","yes","cellular","may","wed",2,999,0,"nonexistent","high.school"
1031,41,"admin.","single","no","no","yes","cellular","may","wed",2,999,1,"failure","university.degree"
1032,36,"blue-collar","single","no","no","yes","cellular","may","wed",2,999,1,"failure","high.school"
1033,28,"admin.","single","no","yes","no","cellular","may","wed",2,999,0,"nonexistent","university.degree"
1034,36,"technician","single","no","no","no","cellular","may","wed",2,999,0,"nonexistent","university.degree"
1035,31,"blue-collar","married","unknown","no","no","cellular","may","wed",2,999,2,"failure","9"
1036,37,"self-employed","divorced","no","no","no","cellular","may","wed",3,999,1,"failure","university.degree"
1037,39,"blue-collar","married","no","no","no","cellular","may","wed",3,999,0,"nonexistent","9"
1038,42,"blue-collar","married","no","no","no","cellular","may","wed",3,999,0,"nonexistent","6"
1039,31,"blue-collar","married","unknown","yes","no","cellular","may","wed",2,999,0,"nonexistent","6"
1040,44,"unemployed","married","no","yes","no","cellular","may","wed",2,999,0,"nonexistent","9"
1041,38,"self-employed","married","no","no","no","cellular","may","wed",4,999,1,"failure","9"
1042,48,"entrepreneur","married","no","no","no","cellular","may","wed",3,999,0,"nonexistent","6"
1043,35,"technician","married","no","yes","no","cellular","may","wed",3,999,0,"nonexistent","professional.course"
1044,41,"blue-collar","married","unknown","no","yes","cellular","may","wed",3,999,2,"failure","4"
1045,49,"services","single","no","no","yes","cellular","may","wed",2,999,1,"failure","high.school"
1046,28,"admin.","married","no","yes","no","cellular","may","wed",3,999,0,"nonexistent","high.school"
1047,34,"services","married","no","no","no","cellular","may","wed",2,999,2,"failure","high.school"
1048,35,"technician","married","no","no","yes","cellular","may","wed",4,999,0,"nonexistent","professional.course"
1049,33,"blue-collar","married","unknown","no","no","cellular","may","wed",2,9,1,"success","9"
1050,48,"entrepreneur","single","no","yes","no","cellular","may","wed",3,999,0,"nonexistent","professional.course"
1051,29,"admin.","single","no","no","no","cellular","may","wed",3,999,0,"nonexistent","university.degree"
1052,44,"admin.","married","unknown","no","no","cellular","may","wed",3,999,1,"failure","9"
1053,35,"admin.","single","no","no","no","cellular","may","wed",2,999,0,"nonexistent","university.degree"
1054,32,"services","married","no","yes","no","telephone","may","wed",3,999,1,"failure","high.school"
1055,37,"admin.","married","no","no","no","cellular","may","wed",2,999,1,"failure","university.degree"
1056,48,"blue-collar","married","unknown","no","yes","cellular","may","wed",4,999,1,"failure","6"
1057,50,"admin.","divorced","no","yes","no","cellular","may","wed",3,999,0,"nonexistent","university.degree"
1058,52,"blue-collar","married","no","no","no","cellular","may","wed",4,999,1,"failure","4"
1059,33,"admin.","married","no","no","no","telephone","may","wed",3,999,0,"nonexistent","high.school"
1060,29,"blue-collar","married","no","yes","no","cellular","may","wed",2,999,0,"nonexistent","4"
1061,42,"blue-collar","married","unknown","yes","no","cellular","may","wed",3,999,0,"nonexistent","6"
1062,34,"technician","married","no","yes","no","cellular","may","wed",3,999,0,"nonexistent","professional.course"
1063,36,"blue-collar","married","no","yes","no","cellular","may","wed",3,999,0,"nonexistent","9"
1064,45,"services","divorced","unknown","no","no","cellular","may","wed",3,999,0,"nonexistent","high.school"
1065,28,"blue-collar","single","unknown","no","no","cellular","may","wed",3,999,0,"nonexistent","9"
1066,29,"student","single","no","no","no","cellular","may","wed",2,999,0,"nonexistent","9"
1067,41,"blue-collar","married","no","yes","no","cellular","may","wed",8,999,0,"nonexistent","4"
1068,45,"entrepreneur","married","no","yes","no","cellular","may","wed",4,999,1,"failure","university.degree"
1069,37,"blue-collar","married","unknown","no","no","telephone","may","wed",2,999,0,"nonexistent","9"
1070,34,"services","married","no","no","yes","cellular","may","wed",2,999,1,"failure","high.school"
1071,39,"technician","divorced","no","no","yes","cellular","may","wed",2,999,1,"failure","professional.course"
1072,46,"services","married","no","no","yes","cellular","may","wed",2,999,0,"nonexistent","9"
